timeframe,name,change in price,port,product,std from avg
25d,61%印度粉矿品牌价格：京唐港（日）,137.0,Jingtang,61%印度粉矿,1.476795964027435
30d,61%印度粉矿品牌价格：京唐港（日）,177.0,Jingtang,61%印度粉矿,1.5041358706950052
40d,61%印度粉矿品牌价格：京唐港（日）,185.0,Jingtang,61%印度粉矿,1.6744601722607813
50d,61%印度粉矿品牌价格：京唐港（日）,177.0,Jingtang,61%印度粉矿,1.8665314133316728
60d,61%印度粉矿品牌价格：京唐港（日）,223.0,Jingtang,61%印度粉矿,2.032375649219983
5d,62%印度粉矿品牌价格：京唐港（日）,7.0,Jingtang,62%印度粉矿,-0.07952427724874989
10d,62%印度粉矿品牌价格：京唐港（日）,52.0,Jingtang,62%印度粉矿,0.8722584009419923
15d,62%印度粉矿品牌价格：京唐港（日）,98.0,Jingtang,62%印度粉矿,1.0810316008193368
20d,62%印度粉矿品牌价格：京唐港（日）,75.0,Jingtang,62%印度粉矿,1.3610711701976126
25d,62%印度粉矿品牌价格：京唐港（日）,137.0,Jingtang,62%印度粉矿,1.476795964027435
30d,62%印度粉矿品牌价格：京唐港（日）,177.0,Jingtang,62%印度粉矿,1.5041358706950052
40d,62%印度粉矿品牌价格：京唐港（日）,185.0,Jingtang,62%印度粉矿,1.6744601722607813
50d,62%印度粉矿品牌价格：京唐港（日）,177.0,Jingtang,62%印度粉矿,1.8665314133316728
60d,62%印度粉矿品牌价格：京唐港（日）,223.0,Jingtang,62%印度粉矿,2.032375649219983
5d,63.5%印度粉矿品牌价格：京唐港（日）,7.0,Jingtang,63.5%印度粉矿,-0.07952427724874989
10d,63.5%印度粉矿品牌价格：京唐港（日）,52.0,Jingtang,63.5%印度粉矿,0.8722584009419923
15d,63.5%印度粉矿品牌价格：京唐港（日）,98.0,Jingtang,63.5%印度粉矿,1.0810316008193368
20d,63.5%印度粉矿品牌价格：京唐港（日）,75.0,Jingtang,63.5%印度粉矿,1.3610711701976126
25d,63.5%印度粉矿品牌价格：京唐港（日）,137.0,Jingtang,63.5%印度粉矿,1.476795964027435
30d,63.5%印度粉矿品牌价格：京唐港（日）,177.0,Jingtang,63.5%印度粉矿,1.5041358706950052
40d,63.5%印度粉矿品牌价格：京唐港（日）,185.0,Jingtang,63.5%印度粉矿,1.6744601722607813
50d,63.5%印度粉矿品牌价格：京唐港（日）,177.0,Jingtang,63.5%印度粉矿,1.8665314133316728
60d,63.5%印度粉矿品牌价格：京唐港（日）,223.0,Jingtang,63.5%印度粉矿,2.032375649219983
5d,61%金布巴粉品牌价格：京唐港（日）,7.0,Jingtang,61%金布巴粉,-0.07952427724874989
10d,61%金布巴粉品牌价格：京唐港（日）,52.0,Jingtang,61%金布巴粉,0.8722584009419923
15d,61%金布巴粉品牌价格：京唐港（日）,84.0,Jingtang,61%金布巴粉,1.1057795995872044
20d,61%金布巴粉品牌价格：京唐港（日）,67.0,Jingtang,61%金布巴粉,1.3917751012281323
25d,61%金布巴粉品牌价格：京唐港（日）,129.0,Jingtang,61%金布巴粉,1.4946477402348148
30d,61%金布巴粉品牌价格：京唐港（日）,169.0,Jingtang,61%金布巴粉,1.5039679742607863
40d,61%金布巴粉品牌价格：京唐港（日）,184.0,Jingtang,61%金布巴粉,1.643600665235695
50d,61%金布巴粉品牌价格：京唐港（日）,176.0,Jingtang,61%金布巴粉,1.8206256414017987
60d,61%金布巴粉品牌价格：京唐港（日）,221.0,Jingtang,61%金布巴粉,1.9812268392204215
5d,62%巴粗（SSFG）品牌价格：京唐港（日）,9.0,Jingtang,62%巴粗（SSFG）,0.762000762001143
10d,62%巴粗（SSFG）品牌价格：京唐港（日）,45.0,Jingtang,62%巴粗（SSFG）,1.0374969169856443
15d,62%巴粗（SSFG）品牌价格：京唐港（日）,70.0,Jingtang,62%巴粗（SSFG）,1.2595547544341772
20d,62%巴粗（SSFG）品牌价格：京唐港（日）,51.0,Jingtang,62%巴粗（SSFG）,1.5311290325147668
25d,62%巴粗（SSFG）品牌价格：京唐港（日）,100.0,Jingtang,62%巴粗（SSFG）,1.5890748102145957
30d,62%巴粗（SSFG）品牌价格：京唐港（日）,141.0,Jingtang,62%巴粗（SSFG）,1.5001453152397233
40d,62%巴粗（SSFG）品牌价格：京唐港（日）,162.0,Jingtang,62%巴粗（SSFG）,1.5741400591631136
50d,62%巴粗（SSFG）品牌价格：京唐港（日）,168.0,Jingtang,62%巴粗（SSFG）,1.7254829253561397
60d,62%巴粗（SSFG）品牌价格：京唐港（日）,223.0,Jingtang,62%巴粗（SSFG）,1.8206073634848206
5d,63%纽曼筛后块品牌价格：京唐港（日）,0.0,Jingtang,63%纽曼筛后块,-0.5704921161703754
10d,63%纽曼筛后块品牌价格：京唐港（日）,40.0,Jingtang,63%纽曼筛后块,0.5671753418877988
15d,63%纽曼筛后块品牌价格：京唐港（日）,63.0,Jingtang,63%纽曼筛后块,0.9324812879525702
20d,63%纽曼筛后块品牌价格：京唐港（日）,53.0,Jingtang,63%纽曼筛后块,1.2159907353439778
25d,63%纽曼筛后块品牌价格：京唐港（日）,107.0,Jingtang,63%纽曼筛后块,1.3123640699526327
30d,63%纽曼筛后块品牌价格：京唐港（日）,136.0,Jingtang,63%纽曼筛后块,1.3352817364526148
40d,63%纽曼筛后块品牌价格：京唐港（日）,152.0,Jingtang,63%纽曼筛后块,1.500999701446509
50d,63%纽曼筛后块品牌价格：京唐港（日）,146.0,Jingtang,63%纽曼筛后块,1.676396167761097
60d,63%纽曼筛后块品牌价格：京唐港（日）,167.0,Jingtang,63%纽曼筛后块,1.8471473646516716
5d,61.5%PB粉品牌价格：连云港（日）,4.0,Lianyungang,61.5%PB粉,-0.39562828403746847
10d,61.5%PB粉品牌价格：连云港（日）,58.0,Lianyungang,61.5%PB粉,0.7643028939851578
15d,61.5%PB粉品牌价格：连云港（日）,91.0,Lianyungang,61.5%PB粉,1.0463872085625978
20d,61.5%PB粉品牌价格：连云港（日）,75.0,Lianyungang,61.5%PB粉,1.323611182894757
25d,61.5%PB粉品牌价格：连云港（日）,127.0,Lianyungang,61.5%PB粉,1.4859670741531386
30d,61.5%PB粉品牌价格：连云港（日）,169.0,Lianyungang,61.5%PB粉,1.506507233054593
40d,61.5%PB粉品牌价格：连云港（日）,180.0,Lianyungang,61.5%PB粉,1.6596977845262886
50d,61.5%PB粉品牌价格：连云港（日）,178.0,Lianyungang,61.5%PB粉,1.8380471585305254
60d,61.5%PB粉品牌价格：连云港（日）,219.0,Lianyungang,61.5%PB粉,1.9952484992884936
5d,62.5%PB块品牌价格：连云港（日）,13.0,Lianyungang,62.5%PB块,0.17559931028629244
10d,62.5%PB块品牌价格：连云港（日）,52.0,Lianyungang,62.5%PB块,0.9562313233361444
15d,62.5%PB块品牌价格：连云港（日）,68.0,Lianyungang,62.5%PB块,1.256430840186924
20d,62.5%PB块品牌价格：连云港（日）,68.0,Lianyungang,62.5%PB块,1.5181381539556948
25d,62.5%PB块品牌价格：连云港（日）,117.0,Lianyungang,62.5%PB块,1.560500015929985
30d,62.5%PB块品牌价格：连云港（日）,140.0,Lianyungang,62.5%PB块,1.5898054918460405
40d,62.5%PB块品牌价格：连云港（日）,165.0,Lianyungang,62.5%PB块,1.6994737247548706
50d,62.5%PB块品牌价格：连云港（日）,176.0,Lianyungang,62.5%PB块,1.8462817332400001
60d,62.5%PB块品牌价格：连云港（日）,199.0,Lianyungang,62.5%PB块,1.977731263485779
5d,61%麦克粉品牌价格：连云港（日）,7.0,Lianyungang,61%麦克粉,-0.2247564546737738
10d,61%麦克粉品牌价格：连云港（日）,66.0,Lianyungang,61%麦克粉,0.8287382679147093
15d,61%麦克粉品牌价格：连云港（日）,93.0,Lianyungang,61%麦克粉,1.1105484731565654
20d,61%麦克粉品牌价格：连云港（日）,77.0,Lianyungang,61%麦克粉,1.3962063739808144
25d,61%麦克粉品牌价格：连云港（日）,129.0,Lianyungang,61%麦克粉,1.5663202409351746
30d,61%麦克粉品牌价格：连云港（日）,175.0,Lianyungang,61%麦克粉,1.569798593518727
40d,61%麦克粉品牌价格：连云港（日）,195.0,Lianyungang,61%麦克粉,1.6840755162827459
50d,61%麦克粉品牌价格：连云港（日）,188.0,Lianyungang,61%麦克粉,1.855264494316344
60d,61%麦克粉品牌价格：连云港（日）,232.0,Lianyungang,61%麦克粉,2.0080970281438963
5d,62.5%纽曼粉品牌价格：连云港（日）,6.0,Lianyungang,62.5%纽曼粉,-0.271225401448328
10d,62.5%纽曼粉品牌价格：连云港（日）,53.0,Lianyungang,62.5%纽曼粉,0.8396742695628598
15d,62.5%纽曼粉品牌价格：连云港（日）,89.0,Lianyungang,62.5%纽曼粉,1.1210186731054101
20d,62.5%纽曼粉品牌价格：连云港（日）,82.0,Lianyungang,62.5%纽曼粉,1.3812101389727425
25d,62.5%纽曼粉品牌价格：连云港（日）,131.0,Lianyungang,62.5%纽曼粉,1.5205080513829226
30d,62.5%纽曼粉品牌价格：连云港（日）,171.0,Lianyungang,62.5%纽曼粉,1.5400754286451641
40d,62.5%纽曼粉品牌价格：连云港（日）,196.0,Lianyungang,62.5%纽曼粉,1.6567645845468542
50d,62.5%纽曼粉品牌价格：连云港（日）,191.0,Lianyungang,62.5%纽曼粉,1.8194708617904987
60d,62.5%纽曼粉品牌价格：连云港（日）,232.0,Lianyungang,62.5%纽曼粉,1.9729155266150848
5d,63%纽曼块品牌价格：连云港（日）,13.0,Lianyungang,63%纽曼块,0.17559931028629244
10d,63%纽曼块品牌价格：连云港（日）,45.0,Lianyungang,63%纽曼块,0.9454728546705686
15d,63%纽曼块品牌价格：连云港（日）,58.0,Lianyungang,63%纽曼块,1.224241747982265
20d,63%纽曼块品牌价格：连云港（日）,64.0,Lianyungang,63%纽曼块,1.4702517409247016
25d,63%纽曼块品牌价格：连云港（日）,113.0,Lianyungang,63%纽曼块,1.4808146127888175
30d,63%纽曼块品牌价格：连云港（日）,136.0,Lianyungang,63%纽曼块,1.5062101772550964
40d,63%纽曼块品牌价格：连云港（日）,161.0,Lianyungang,63%纽曼块,1.6213032007739538
50d,63%纽曼块品牌价格：连云港（日）,174.0,Lianyungang,63%纽曼块,1.7643990206356412
60d,63%纽曼块品牌价格：连云港（日）,195.0,Lianyungang,63%纽曼块,1.8969845290473992
5d,57%杨迪粉品牌价格：连云港（日）,7.0,Lianyungang,57%杨迪粉,-0.20984922503480866
10d,57%杨迪粉品牌价格：连云港（日）,60.0,Lianyungang,57%杨迪粉,0.8213785172900903
15d,57%杨迪粉品牌价格：连云港（日）,90.0,Lianyungang,57%杨迪粉,1.1102139038858816
20d,57%杨迪粉品牌价格：连云港（日）,70.0,Lianyungang,57%杨迪粉,1.3989055127255299
25d,57%杨迪粉品牌价格：连云港（日）,133.0,Lianyungang,57%杨迪粉,1.5020765422763538
30d,57%杨迪粉品牌价格：连云港（日）,165.0,Lianyungang,57%杨迪粉,1.5169388134267845
40d,57%杨迪粉品牌价格：连云港（日）,185.0,Lianyungang,57%杨迪粉,1.6556240582742399
50d,57%杨迪粉品牌价格：连云港（日）,187.0,Lianyungang,57%杨迪粉,1.8222987459901192
60d,57%杨迪粉品牌价格：连云港（日）,242.0,Lianyungang,57%杨迪粉,1.919239362292733
5d,56.5%超特粉品牌价格：连云港（日）,10.0,Lianyungang,56.5%超特粉,0.10639903531979034
10d,56.5%超特粉品牌价格：连云港（日）,60.0,Lianyungang,56.5%超特粉,0.9181745715009197
15d,56.5%超特粉品牌价格：连云港（日）,90.0,Lianyungang,56.5%超特粉,1.1950166781313614
20d,56.5%超特粉品牌价格：连云港（日）,79.0,Lianyungang,56.5%超特粉,1.4797084990335976
25d,56.5%超特粉品牌价格：连云港（日）,115.0,Lianyungang,56.5%超特粉,1.6535891376169825
30d,56.5%超特粉品牌价格：连云港（日）,132.0,Lianyungang,56.5%超特粉,1.7571124881750397
40d,56.5%超特粉品牌价格：连云港（日）,152.0,Lianyungang,56.5%超特粉,1.922834058337595
50d,56.5%超特粉品牌价格：连云港（日）,155.0,Lianyungang,56.5%超特粉,2.081220370407644
60d,56.5%超特粉品牌价格：连云港（日）,197.0,Lianyungang,56.5%超特粉,2.1808449599605764
5d,61%巴粗（SFNG）品牌价格：连云港（日）,16.0,Lianyungang,61%巴粗（SFNG）,0.9897782665572827
10d,61%巴粗（SFNG）品牌价格：连云港（日）,51.0,Lianyungang,61%巴粗（SFNG）,1.2381832061860285
15d,61%巴粗（SFNG）品牌价格：连云港（日）,73.0,Lianyungang,61%巴粗（SFNG）,1.400899430080722
20d,61%巴粗（SFNG）品牌价格：连云港（日）,59.0,Lianyungang,61%巴粗（SFNG）,1.6651395302413592
25d,61%巴粗（SFNG）品牌价格：连云港（日）,110.0,Lianyungang,61%巴粗（SFNG）,1.7062963010275543
30d,61%巴粗（SFNG）品牌价格：连云港（日）,146.0,Lianyungang,61%巴粗（SFNG）,1.6314387980129952
40d,61%巴粗（SFNG）品牌价格：连云港（日）,175.0,Lianyungang,61%巴粗（SFNG）,1.6682858367594275
50d,61%巴粗（SFNG）品牌价格：连云港（日）,173.0,Lianyungang,61%巴粗（SFNG）,1.8200426743622484
60d,61%巴粗（SFNG）品牌价格：连云港（日）,219.0,Lianyungang,61%巴粗（SFNG）,1.939392189363717
5d,62%巴粗（SSFG）品牌价格：连云港（日）,16.0,Lianyungang,62%巴粗（SSFG）,0.9897782665572827
10d,62%巴粗（SSFG）品牌价格：连云港（日）,51.0,Lianyungang,62%巴粗（SSFG）,1.2381832061860285
15d,62%巴粗（SSFG）品牌价格：连云港（日）,73.0,Lianyungang,62%巴粗（SSFG）,1.400899430080722
20d,62%巴粗（SSFG）品牌价格：连云港（日）,59.0,Lianyungang,62%巴粗（SSFG）,1.6651395302413592
25d,62%巴粗（SSFG）品牌价格：连云港（日）,110.0,Lianyungang,62%巴粗（SSFG）,1.7062963010275543
30d,62%巴粗（SSFG）品牌价格：连云港（日）,146.0,Lianyungang,62%巴粗（SSFG）,1.6314387980129952
40d,62%巴粗（SSFG）品牌价格：连云港（日）,175.0,Lianyungang,62%巴粗（SSFG）,1.6682858367594275
50d,62%巴粗（SSFG）品牌价格：连云港（日）,169.0,Lianyungang,62%巴粗（SSFG）,1.8321615398922297
60d,62%巴粗（SSFG）品牌价格：连云港（日）,215.0,Lianyungang,62%巴粗（SSFG）,1.957398125796656
5d,62%巴粗（SSFT）品牌价格：连云港（日）,16.0,Lianyungang,62%巴粗（SSFT）,0.9897782665572827
10d,62%巴粗（SSFT）品牌价格：连云港（日）,51.0,Lianyungang,62%巴粗（SSFT）,1.2381832061860285
15d,62%巴粗（SSFT）品牌价格：连云港（日）,73.0,Lianyungang,62%巴粗（SSFT）,1.400899430080722
20d,62%巴粗（SSFT）品牌价格：连云港（日）,59.0,Lianyungang,62%巴粗（SSFT）,1.6651395302413592
25d,62%巴粗（SSFT）品牌价格：连云港（日）,110.0,Lianyungang,62%巴粗（SSFT）,1.7062963010275543
30d,62%巴粗（SSFT）品牌价格：连云港（日）,146.0,Lianyungang,62%巴粗（SSFT）,1.6314387980129952
40d,62%巴粗（SSFT）品牌价格：连云港（日）,175.0,Lianyungang,62%巴粗（SSFT）,1.6682858367594275
50d,62%巴粗（SSFT）品牌价格：连云港（日）,173.0,Lianyungang,62%巴粗（SSFT）,1.8200426743622484
60d,62%巴粗（SSFT）品牌价格：连云港（日）,219.0,Lianyungang,62%巴粗（SSFT）,1.939392189363717
5d,62.5%巴混（BRBF）品牌价格：连云港（日）,13.0,Lianyungang,62.5%巴混（BRBF）,0.9205746178983234
10d,62.5%巴混（BRBF）品牌价格：连云港（日）,48.0,Lianyungang,62.5%巴混（BRBF）,1.1573656229961495
15d,62.5%巴混（BRBF）品牌价格：连云港（日）,70.0,Lianyungang,62.5%巴混（BRBF）,1.333751687205983
20d,62.5%巴混（BRBF）品牌价格：连云港（日）,56.0,Lianyungang,62.5%巴混（BRBF）,1.5971903098995894
25d,62.5%巴混（BRBF）品牌价格：连云港（日）,113.0,Lianyungang,62.5%巴混（BRBF）,1.627967756492718
30d,62.5%巴混（BRBF）品牌价格：连云港（日）,152.0,Lianyungang,62.5%巴混（BRBF）,1.5254696608892182
40d,62.5%巴混（BRBF）品牌价格：连云港（日）,181.0,Lianyungang,62.5%巴混（BRBF）,1.5758477811807585
50d,62.5%巴混（BRBF）品牌价格：连云港（日）,184.0,Lianyungang,62.5%巴混（BRBF）,1.7316380737230688
60d,62.5%巴混（BRBF）品牌价格：连云港（日）,230.0,Lianyungang,62.5%巴混（BRBF）,1.8481696523502193
5d,63%巴西块矿品牌价格：连云港（日）,13.0,Lianyungang,63%巴西块矿,0.17559931028629244
10d,63%巴西块矿品牌价格：连云港（日）,52.0,Lianyungang,63%巴西块矿,0.9562313233361444
15d,63%巴西块矿品牌价格：连云港（日）,63.0,Lianyungang,63%巴西块矿,1.2836225639340946
20d,63%巴西块矿品牌价格：连云港（日）,63.0,Lianyungang,63%巴西块矿,1.5504161585379264
25d,63%巴西块矿品牌价格：连云港（日）,122.0,Lianyungang,63%巴西块矿,1.5494018319087342
30d,63%巴西块矿品牌价格：连云港（日）,135.0,Lianyungang,63%巴西块矿,1.5533088270590882
40d,63%巴西块矿品牌价格：连云港（日）,152.0,Lianyungang,63%巴西块矿,1.7025199841603227
50d,63%巴西块矿品牌价格：连云港（日）,164.0,Lianyungang,63%巴西块矿,1.8606178552435058
60d,63%巴西块矿品牌价格：连云港（日）,181.0,Lianyungang,63%巴西块矿,2.0036909670959413
5d,60%高硅巴西粗粉品牌价格：连云港（日）,6.0,Lianyungang,60%高硅巴西粗粉,0.2637521893582998
10d,60%高硅巴西粗粉品牌价格：连云港（日）,41.0,Lianyungang,60%高硅巴西粗粉,0.9224835334090968
15d,60%高硅巴西粗粉品牌价格：连云港（日）,63.0,Lianyungang,60%高硅巴西粗粉,1.159396892714834
20d,60%高硅巴西粗粉品牌价格：连云港（日）,49.0,Lianyungang,60%高硅巴西粗粉,1.423298568888263
25d,60%高硅巴西粗粉品牌价格：连云港（日）,106.0,Lianyungang,60%高硅巴西粗粉,1.4713940376341803
30d,60%高硅巴西粗粉品牌价格：连云港（日）,145.0,Lianyungang,60%高硅巴西粗粉,1.399600252893076
40d,60%高硅巴西粗粉品牌价格：连云港（日）,174.0,Lianyungang,60%高硅巴西粗粉,1.4763649941990158
50d,60%高硅巴西粗粉品牌价格：连云港（日）,175.0,Lianyungang,60%高硅巴西粗粉,1.641845575328415
60d,60%高硅巴西粗粉品牌价格：连云港（日）,221.0,Lianyungang,60%高硅巴西粗粉,1.7663339718954738
5d,58.5%混合粉品牌价格：连云港（日）,20.0,Lianyungang,58.5%混合粉,0.6708203932499369
10d,58.5%混合粉品牌价格：连云港（日）,70.0,Lianyungang,58.5%混合粉,1.0880143315131205
15d,58.5%混合粉品牌价格：连云港（日）,90.0,Lianyungang,58.5%混合粉,1.3808153304034447
20d,58.5%混合粉品牌价格：连云港（日）,80.0,Lianyungang,58.5%混合粉,1.686499041655355
25d,58.5%混合粉品牌价格：连云港（日）,132.0,Lianyungang,58.5%混合粉,1.791100465693549
30d,58.5%混合粉品牌价格：连云港（日）,160.0,Lianyungang,58.5%混合粉,1.7811033057577517
40d,58.5%混合粉品牌价格：连云港（日）,176.0,Lianyungang,58.5%混合粉,1.8975267176663242
50d,58.5%混合粉品牌价格：连云港（日）,167.0,Lianyungang,58.5%混合粉,2.0874699579176754
60d,58.5%混合粉品牌价格：连云港（日）,202.0,Lianyungang,58.5%混合粉,2.248843824774764
5d,61%金布巴粉品牌价格：连云港（日）,6.0,Lianyungang,61%金布巴粉,-0.271225401448328
10d,61%金布巴粉品牌价格：连云港（日）,65.0,Lianyungang,61%金布巴粉,0.8191904930515461
15d,61%金布巴粉品牌价格：连云港（日）,88.0,Lianyungang,61%金布巴粉,1.1102178204229203
20d,61%金布巴粉品牌价格：连云港（日）,77.0,Lianyungang,61%金布巴粉,1.3967674718525045
25d,61%金布巴粉品牌价格：连云港（日）,132.0,Lianyungang,61%金布巴粉,1.5383705750941024
30d,61%金布巴粉品牌价格：连云港（日）,180.0,Lianyungang,61%金布巴粉,1.5308778621488102
40d,61%金布巴粉品牌价格：连云港（日）,200.0,Lianyungang,61%金布巴粉,1.6486313301538602
50d,61%金布巴粉品牌价格：连云港（日）,187.0,Lianyungang,61%金布巴粉,1.821621541990167
60d,61%金布巴粉品牌价格：连云港（日）,232.0,Lianyungang,61%金布巴粉,1.9903712843135435
5d,65%卡拉加斯粉品牌价格：连云港（日）,12.0,Lianyungang,65%卡拉加斯粉,0.08588975014708349
10d,65%卡拉加斯粉品牌价格：连云港（日）,51.0,Lianyungang,65%卡拉加斯粉,0.933921711746155
15d,65%卡拉加斯粉品牌价格：连云港（日）,70.0,Lianyungang,65%卡拉加斯粉,1.2319090953555045
20d,65%卡拉加斯粉品牌价格：连云港（日）,62.0,Lianyungang,65%卡拉加斯粉,1.5232464064480526
25d,65%卡拉加斯粉品牌价格：连云港（日）,124.0,Lianyungang,65%卡拉加斯粉,1.5684507297787864
30d,65%卡拉加斯粉品牌价格：连云港（日）,157.0,Lianyungang,65%卡拉加斯粉,1.540510977795242
40d,65%卡拉加斯粉品牌价格：连云港（日）,167.0,Lianyungang,65%卡拉加斯粉,1.6729003311859534
50d,65%卡拉加斯粉品牌价格：连云港（日）,158.0,Lianyungang,65%卡拉加斯粉,1.8735929791431813
60d,65%卡拉加斯粉品牌价格：连云港（日）,226.0,Lianyungang,65%卡拉加斯粉,1.9615661362739856
5d,57%罗布河粉品牌价格：连云港（日）,-7.0,Lianyungang,57%罗布河粉,-0.9468358117829571
10d,57%罗布河粉品牌价格：连云港（日）,21.0,Lianyungang,57%罗布河粉,0.46718676463903636
15d,57%罗布河粉品牌价格：连云港（日）,34.0,Lianyungang,57%罗布河粉,0.8782383756510583
20d,57%罗布河粉品牌价格：连云港（日）,11.0,Lianyungang,57%罗布河粉,1.006725781356036
25d,57%罗布河粉品牌价格：连云港（日）,64.0,Lianyungang,57%罗布河粉,1.0594221999123012
30d,57%罗布河粉品牌价格：连云港（日）,97.0,Lianyungang,57%罗布河粉,1.0500319605671349
40d,57%罗布河粉品牌价格：连云港（日）,117.0,Lianyungang,57%罗布河粉,1.194958456951119
50d,57%罗布河粉品牌价格：连云港（日）,113.0,Lianyungang,57%罗布河粉,1.3705725295726825
60d,57%罗布河粉品牌价格：连云港（日）,171.0,Lianyungang,57%罗布河粉,1.459648720620591
5d,52%印度粉矿品牌价格：连云港（日）,-10.0,Lianyungang,52%印度粉矿,-0.9056241156018859
10d,52%印度粉矿品牌价格：连云港（日）,21.0,Lianyungang,52%印度粉矿,0.020706897581055102
15d,52%印度粉矿品牌价格：连云港（日）,55.0,Lianyungang,52%印度粉矿,0.6335586587359994
20d,52%印度粉矿品牌价格：连云港（日）,39.0,Lianyungang,52%印度粉矿,0.9163567052218378
25d,52%印度粉矿品牌价格：连云港（日）,86.0,Lianyungang,52%印度粉矿,1.0856161143692644
30d,52%印度粉矿品牌价格：连云港（日）,131.0,Lianyungang,52%印度粉矿,1.1078865189372114
40d,52%印度粉矿品牌价格：连云港（日）,155.0,Lianyungang,52%印度粉矿,1.2641988899040937
50d,52%印度粉矿品牌价格：连云港（日）,160.0,Lianyungang,52%印度粉矿,1.4334937679556041
60d,52%印度粉矿品牌价格：连云港（日）,181.0,Lianyungang,52%印度粉矿,1.5836160356851943
5d,54%印度粉矿品牌价格：连云港（日）,-10.0,Lianyungang,54%印度粉矿,-0.9056241156018859
10d,54%印度粉矿品牌价格：连云港（日）,21.0,Lianyungang,54%印度粉矿,0.020706897581055102
15d,54%印度粉矿品牌价格：连云港（日）,55.0,Lianyungang,54%印度粉矿,0.6335586587359994
20d,54%印度粉矿品牌价格：连云港（日）,39.0,Lianyungang,54%印度粉矿,0.9163567052218399
25d,54%印度粉矿品牌价格：连云港（日）,86.0,Lianyungang,54%印度粉矿,1.0856161143692644
30d,54%印度粉矿品牌价格：连云港（日）,131.0,Lianyungang,54%印度粉矿,1.10788651893721
40d,54%印度粉矿品牌价格：连云港（日）,155.0,Lianyungang,54%印度粉矿,1.2641988899040937
50d,54%印度粉矿品牌价格：连云港（日）,160.0,Lianyungang,54%印度粉矿,1.4334937679556041
60d,54%印度粉矿品牌价格：连云港（日）,181.0,Lianyungang,54%印度粉矿,1.5836160356851943
5d,58%印度粉矿品牌价格：连云港（日）,-10.0,Lianyungang,58%印度粉矿,-0.9056241156018859
10d,58%印度粉矿品牌价格：连云港（日）,21.0,Lianyungang,58%印度粉矿,0.020706897581055102
15d,58%印度粉矿品牌价格：连云港（日）,55.0,Lianyungang,58%印度粉矿,0.6335586587359994
20d,58%印度粉矿品牌价格：连云港（日）,39.0,Lianyungang,58%印度粉矿,0.9163567052218399
25d,58%印度粉矿品牌价格：连云港（日）,81.0,Lianyungang,58%印度粉矿,1.091706122026438
30d,58%印度粉矿品牌价格：连云港（日）,126.0,Lianyungang,58%印度粉矿,1.1151724629468378
40d,58%印度粉矿品牌价格：连云港（日）,150.0,Lianyungang,58%印度粉矿,1.2669654623024478
50d,58%印度粉矿品牌价格：连云港（日）,155.0,Lianyungang,58%印度粉矿,1.4336910176561493
60d,58%印度粉矿品牌价格：连云港（日）,176.0,Lianyungang,58%印度粉矿,1.581741595686918
5d,59%印度粉矿品牌价格：连云港（日）,-10.0,Lianyungang,59%印度粉矿,-0.9056241156018859
10d,59%印度粉矿品牌价格：连云港（日）,21.0,Lianyungang,59%印度粉矿,0.020706897581055102
15d,59%印度粉矿品牌价格：连云港（日）,55.0,Lianyungang,59%印度粉矿,0.6335586587359994
20d,59%印度粉矿品牌价格：连云港（日）,39.0,Lianyungang,59%印度粉矿,0.9163567052218399
25d,59%印度粉矿品牌价格：连云港（日）,76.0,Lianyungang,59%印度粉矿,1.0939704251410467
30d,59%印度粉矿品牌价格：连云港（日）,121.0,Lianyungang,59%印度粉矿,1.12106218857777
40d,59%印度粉矿品牌价格：连云港（日）,145.0,Lianyungang,59%印度粉矿,1.2689602431581433
50d,59%印度粉矿品牌价格：连云港（日）,150.0,Lianyungang,59%印度粉矿,1.4331420606770853
60d,59%印度粉矿品牌价格：连云港（日）,171.0,Lianyungang,59%印度粉矿,1.5790714309387832
5d,60%印度粉矿品牌价格：连云港（日）,-10.0,Lianyungang,60%印度粉矿,-0.9056241156018859
10d,60%印度粉矿品牌价格：连云港（日）,27.0,Lianyungang,60%印度粉矿,0.2652923192390736
15d,60%印度粉矿品牌价格：连云港（日）,61.0,Lianyungang,60%印度粉矿,0.7325107417470919
20d,60%印度粉矿品牌价格：连云港（日）,41.0,Lianyungang,60%印度粉矿,1.0086363848872664
25d,60%印度粉矿品牌价格：连云港（日）,91.0,Lianyungang,60%印度粉矿,1.1540384055551876
30d,60%印度粉矿品牌价格：连云港（日）,139.0,Lianyungang,60%印度粉矿,1.1567523926090986
40d,60%印度粉矿品牌价格：连云港（日）,163.0,Lianyungang,60%印度粉矿,1.3016524107719916
50d,60%印度粉矿品牌价格：连云港（日）,173.0,Lianyungang,60%印度粉矿,1.4638043663576632
60d,60%印度粉矿品牌价格：连云港（日）,194.0,Lianyungang,60%印度粉矿,1.6066057638752083
5d,61%印度粉矿品牌价格：连云港（日）,-10.0,Lianyungang,61%印度粉矿,-0.9056241156018859
10d,61%印度粉矿品牌价格：连云港（日）,27.0,Lianyungang,61%印度粉矿,0.2652923192390736
15d,61%印度粉矿品牌价格：连云港（日）,66.0,Lianyungang,61%印度粉矿,0.7261321752384995
20d,61%印度粉矿品牌价格：连云港（日）,46.0,Lianyungang,61%印度粉矿,1.0049378545392715
25d,61%印度粉矿品牌价格：连云港（日）,96.0,Lianyungang,61%印度粉矿,1.1603666605676204
